文件名,模态,真实攻击类型,攻击手法,预测攻击类型,是否预测正确,Confidence
ipv6_Infiltration_NMAP-Portscan_3809.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9469
DDoS_LOIC-HTTP_2504.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9748
Infiltration_NMAP-Portscan_4801.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9473
mpls_DDoS_HOIC_2765.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_DDoS_LOIC-UDP_2700.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
BruteForce_SSH-Patator_3010.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9632
DDoS_HOIC_2969.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_Infiltration_Dropbox_3804.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9469
mpls_Infiltration_NMAP-Portscan_3354.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9728
scion_Infiltration_NMAP-Portscan_4076.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.974
mpls_BruteForce_SSH-Patator_2993.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9614
scion_Benign_22153.pcap,scion,Benign,,Benign,? 正确,0.9761
ipv6_Infiltration_NMAP-Portscan_2575.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9475
geo_Benign_20736.pcap,geo,Benign,,Benign,? 正确,0.9787
DoS_GoldenEye_8335.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
ipv6_DoS_GoldenEye_29980.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9925
scion_Benign_16692.pcap,scion,Benign,,Benign,? 正确,0.8343
DoS_GoldenEye_1396.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
geo_Benign_16221.pcap,geo,Benign,,Benign,? 正确,0.7927
mpls_Botnet_Ares_1348.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8424
ipv6_BruteForce_SSH-Patator_2775.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9546
ipv6_Botnet_Ares_31.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9148
DoS_GoldenEye_1233.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9931
scion_Botnet_Ares_335.pcap,scion,Botnet,Ares,Botnet,? 正确,0.9004
DoS_GoldenEye_7517.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
geo_Benign_21630.pcap,geo,Benign,,Benign,? 正确,0.9696
scion_BruteForce_FTP-Patator_4321.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_BruteForce_SSH-Patator_3080.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.964
mpls_Benign_6176.pcap,mpls,Benign,,Botnet,? 错误,0.8054
Botnet_Screenshots_1076.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.9046
mpls_DoS_Slowloris_3120.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
geo_DDoS_LOIC-HTTP_1587.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
mpls_Botnet_Ares_3190.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.692
ipv6_DDoS_LOIC-HTTP_2489.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
geo_DoS_GoldenEye_12329.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9818
mpls_DDoS_LOIC-HTTP_4792.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9746
mpls_DDoS_LOIC-UDP_2358.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
geo_DoS_GoldenEye_11934.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9925
ipv6_Infiltration_NMAP-Portscan_197.pcap,ipv6,Infiltration,NMAP-Portscan,Benign,? 错误,0.8307
geo_DDoS_HOIC_3116.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9925
DoS_GoldenEye_4105.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9927
mpls_BruteForce_FTP-Patator_1219.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DoS_GoldenEye_22.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
geo_DoS_GoldenEye_19547.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9923
mpls_DoS_Slowloris_2159.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
ipv6_Botnet_Ares_2909.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9046
mpls_DoS_Hulk_3464.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.994
Benign_7533.pcap,IPv4,Benign,,Benign,? 正确,0.9703
Botnet_Ares_2101.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9143
mpls_Benign_12856.pcap,mpls,Benign,,Benign,? 正确,0.7808
BruteForce_FTP-Patator_1295.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_BruteForce_FTP-Patator_4257.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DoS_Hulk_9694.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9906
mpls_DoS_Hulk_2888.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.8725
DoS_GoldenEye_7585.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
DDoS_HOIC_4620.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
geo_DDoS_LOIC-HTTP_1413.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
DoS_GoldenEye_8709.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9894
ipv6_Benign_29355.pcap,ipv6,Benign,,Benign,? 正确,0.9487
ipv6_DDoS_HOIC_1404.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
mpls_DoS_Slowloris_206.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
Botnet_Ares_1928.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9035
ipv6_Benign_22311.pcap,ipv6,Benign,,Benign,? 正确,0.7951
ipv6_Infiltration_Dropbox_2060.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9542
ipv6_Benign_1982.pcap,ipv6,Benign,,Benign,? 正确,0.9687
ipv6_BruteForce_FTP-Patator_1784.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_BruteForce_SSH-Patator_2708.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9541
ipv6_Infiltration_NMAP-Portscan_2999.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9474
scion_Botnet_Screenshots_3085.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.8946
mpls_Infiltration_NMAP-Portscan_3330.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9719
mpls_Botnet_Ares_854.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8194
geo_DoS_GoldenEye_19170.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9893
ipv6_Benign_25886.pcap,ipv6,Benign,,Benign,? 正确,0.7988
BruteForce_SSH-Patator_3934.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9605
Benign_4528.pcap,IPv4,Benign,,Benign,? 正确,0.8199
Benign_5899.pcap,IPv4,Benign,,Benign,? 正确,0.9592
mpls_DoS_Slowloris_3213.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
DoS_GoldenEye_773.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9946
mpls_BruteForce_FTP-Patator_3017.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DoS_Hulk_5083.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.994
DDoS_LOIC-HTTP_2921.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
ipv6_Infiltration_NMAP-Portscan_1085.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9561
scion_Botnet_Screenshots_2280.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.9004
Infiltration_NMAP-Portscan_205.pcap,IPv4,Infiltration,NMAP-Portscan,Benign,? 错误,0.7647
mpls_Benign_5359.pcap,mpls,Benign,,Benign,? 正确,0.9774
mpls_Benign_9062.pcap,mpls,Benign,,Benign,? 正确,0.9793
mpls_DoS_Hulk_8605.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9946
mpls_DoS_Hulk_9642.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9938
mpls_BruteForce_SSH-Patator_1899.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9588
mpls_BruteForce_FTP-Patator_2103.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DDoS_LOIC-HTTP_30.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
ipv6_Benign_26733.pcap,ipv6,Benign,,Benign,? 正确,0.9831
scion_Infiltration_NMAP-Portscan_4525.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9442
geo_DoS_GoldenEye_12866.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
mpls_DDoS_LOIC-UDP_1471.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_Botnet_Ares_1976.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8718
scion_Infiltration_Dropbox_1553.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9591
Infiltration_NMAP-Portscan_621.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9614
scion_Botnet_Screenshots_2421.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.9096
Infiltration_NMAP-Portscan_1215.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9474
ipv6_BruteForce_SSH-Patator_2717.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9606
ipv6_DoS_GoldenEye_28757.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9929
BruteForce_SSH-Patator_1407.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9634
Infiltration_Dropbox_2031.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9496
scion_Botnet_Screenshots_2038.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.925
Benign_6694.pcap,IPv4,Benign,,Benign,? 正确,0.9832
mpls_Infiltration_Dropbox_586.pcap,mpls,Infiltration,Dropbox,Benign,? 错误,0.7892
geo_DDoS_LOIC-UDP_4606.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
geo_DoS_GoldenEye_21608.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
geo_DoS_GoldenEye_18475.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_DDoS_HOIC_2555.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9925
geo_DoS_GoldenEye_21236.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
ipv6_BruteForce_SSH-Patator_354.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9548
ipv6_Benign_23659.pcap,ipv6,Benign,,Benign,? 正确,0.6156
mpls_DDoS_HOIC_3595.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9706
scion_Botnet_Ares_1236.pcap,scion,Botnet,Ares,Botnet,? 正确,0.8944
ipv6_DoS_GoldenEye_26492.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
ipv6_Benign_24913.pcap,ipv6,Benign,,Benign,? 正确,0.8287
BruteForce_FTP-Patator_1557.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Infiltration_NMAP-Portscan_4477.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9487
mpls_DDoS_LOIC-HTTP_2498.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
ipv6_Benign_482.pcap,ipv6,Benign,,Benign,? 正确,0.9745
ipv6_Benign_23493.pcap,ipv6,Benign,,Benign,? 正确,0.742
mpls_Benign_6249.pcap,mpls,Benign,,Benign,? 正确,0.9657
scion_Benign_22061.pcap,scion,Benign,,Benign,? 正确,0.7733
scion_BruteForce_SSH-Patator_1052.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9563
mpls_DDoS_LOIC-HTTP_157.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
ipv6_BruteForce_SSH-Patator_343.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9636
mpls_DoS_Hulk_5991.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9946
DoS_GoldenEye_5794.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_BruteForce_SSH-Patator_4188.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.963
scion_Benign_24222.pcap,scion,Benign,,Benign,? 正确,0.9499
mpls_Benign_4961.pcap,mpls,Benign,,Benign,? 正确,0.9755
DDoS_LOIC-HTTP_4589.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
geo_DDoS_HOIC_2470.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
ipv6_Benign_148.pcap,ipv6,Benign,,Benign,? 正确,0.6054
mpls_DoS_Hulk_7106.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9874
scion_Benign_16788.pcap,scion,Benign,,Benign,? 正确,0.8018
Benign_5210.pcap,IPv4,Benign,,Benign,? 正确,0.9782
scion_BruteForce_SSH-Patator_2468.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9599
ipv6_DDoS_LOIC-HTTP_4697.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9744
ipv6_BruteForce_FTP-Patator_164.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Botnet_Screenshots_3007.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.9149
DoS_GoldenEye_5846.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9923
mpls_DoS_Slowloris_2247.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
ipv6_DoS_GoldenEye_29085.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
ipv6_Botnet_Ares_3039.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9159
DDoS_HOIC_4883.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9925
mpls_BruteForce_FTP-Patator_2107.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Botnet_Ares_1388.pcap,scion,Botnet,Ares,Botnet,? 正确,0.9155
Botnet_Ares_1158.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8194
ipv6_BruteForce_SSH-Patator_1231.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9635
geo_Benign_11848.pcap,geo,Benign,,Benign,? 正确,0.9524
mpls_DDoS_LOIC-UDP_2522.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
geo_DDoS_HOIC_2959.pcap,geo,DDoS,HOIC,Benign,? 错误,0.5957
mpls_BruteForce_SSH-Patator_1837.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9595
ipv6_Benign_24410.pcap,ipv6,Benign,,Benign,? 正确,0.779
mpls_Infiltration_NMAP-Portscan_934.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9614
mpls_DoS_Slowloris_163.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
scion_Infiltration_NMAP-Portscan_3409.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9475
Benign_4735.pcap,IPv4,Benign,,Benign,? 正确,0.9751
scion_BruteForce_FTP-Patator_2099.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DDoS_LOIC-UDP_3829.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
mpls_Infiltration_NMAP-Portscan_2446.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9678
geo_DDoS_HOIC_2153.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
scion_Benign_21480.pcap,scion,Benign,,Benign,? 正确,0.9864
geo_DDoS_HOIC_4972.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9935
scion_Benign_17817.pcap,scion,Benign,,Benign,? 正确,0.8245
ipv6_Botnet_Ares_953.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8194
scion_Benign_23659.pcap,scion,Benign,,Benign,? 正确,0.6156
geo_DDoS_HOIC_346.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9927
scion_BruteForce_FTP-Patator_3347.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Benign_23063.pcap,ipv6,Benign,,Benign,? 正确,0.8348
scion_BruteForce_FTP-Patator_3656.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Benign_1682.pcap,ipv6,Benign,,Benign,? 正确,0.9779
mpls_Infiltration_Dropbox_2232.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9678
DoS_GoldenEye_10022.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9943
ipv6_BruteForce_SSH-Patator_2872.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9581
ipv6_BruteForce_FTP-Patator_3977.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Infiltration_NMAP-Portscan_3411.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9472
ipv6_Benign_2480.pcap,ipv6,Benign,,Benign,? 正确,0.959
ipv6_Botnet_Screenshots_861.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8968
ipv6_Infiltration_NMAP-Portscan_2705.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9492
ipv6_DoS_GoldenEye_25806.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9927
ipv6_Botnet_Screenshots_601.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9157
mpls_Infiltration_Dropbox_3102.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9487
mpls_Benign_3348.pcap,mpls,Benign,,Benign,? 正确,0.9677
scion_BruteForce_FTP-Patator_4200.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Benign_6873.pcap,IPv4,Benign,,Benign,? 正确,0.9643
scion_BruteForce_SSH-Patator_4769.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.961
geo_DoS_GoldenEye_20446.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.99
mpls_DDoS_HOIC_2664.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9908
DDoS_HOIC_2753.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
Botnet_Screenshots_2786.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.7925
scion_Benign_14376.pcap,scion,Benign,,Benign,? 正确,0.7996
mpls_Infiltration_NMAP-Portscan_276.pcap,mpls,Infiltration,NMAP-Portscan,Benign,? 错误,0.7983
mpls_Infiltration_NMAP-Portscan_185.pcap,mpls,Infiltration,NMAP-Portscan,Benign,? 错误,0.8343
DDoS_HOIC_4123.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9938
ipv6_Botnet_Ares_1167.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8194
Infiltration_Dropbox_4220.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9469
mpls_Botnet_Ares_2555.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.7961
BruteForce_FTP-Patator_4536.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
BruteForce_SSH-Patator_940.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9558
BruteForce_SSH-Patator_3925.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9615
mpls_Infiltration_NMAP-Portscan_4730.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9674
scion_BruteForce_FTP-Patator_4257.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_BruteForce_SSH-Patator_3731.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9625
mpls_Infiltration_NMAP-Portscan_71.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9566
ipv6_Infiltration_NMAP-Portscan_503.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9614
scion_Infiltration_NMAP-Portscan_10.pcap,scion,Infiltration,NMAP-Portscan,Benign,? 错误,0.8217
mpls_BruteForce_SSH-Patator_3587.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9647
mpls_DDoS_LOIC-UDP_1988.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
geo_Benign_19074.pcap,geo,Benign,,Benign,? 正确,0.7946
scion_BruteForce_FTP-Patator_916.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Botnet_Ares_3355.pcap,scion,Botnet,Ares,Botnet,? 正确,0.9004
scion_BruteForce_SSH-Patator_717.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.959
geo_DDoS_HOIC_2510.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9925
Botnet_Ares_1805.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.894
mpls_Benign_5321.pcap,mpls,Benign,,Benign,? 正确,0.9836
Benign_7357.pcap,IPv4,Benign,,Benign,? 正确,0.819
geo_DoS_GoldenEye_19853.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
scion_Infiltration_Dropbox_3401.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9694
ipv6_Botnet_Screenshots_35.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9096
Benign_680.pcap,IPv4,Benign,,Benign,? 正确,0.9761
Botnet_Ares_584.pcap,IPv4,Botnet,Ares,Benign,? 错误,0.6126
mpls_Infiltration_NMAP-Portscan_2612.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9732
geo_DoS_GoldenEye_14464.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.994
scion_Botnet_Ares_12.pcap,scion,Botnet,Ares,Botnet,? 正确,0.9147
ipv6_BruteForce_FTP-Patator_1602.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DDoS_HOIC_1657.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9898
mpls_DoS_Hulk_4618.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9945
ipv6_DoS_GoldenEye_24938.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
DDoS_LOIC-HTTP_4210.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9739
geo_Benign_20832.pcap,geo,Benign,,Benign,? 正确,0.9707
Benign_7139.pcap,IPv4,Benign,,Benign,? 正确,0.9692
mpls_DDoS_LOIC-HTTP_4765.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.956
mpls_Botnet_Ares_1857.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8242
mpls_DoS_Slowloris_3210.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
ipv6_BruteForce_FTP-Patator_3832.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DDoS_LOIC-HTTP_176.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
mpls_BruteForce_FTP-Patator_4142.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DoS_Slowloris_2518.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9818
scion_BruteForce_FTP-Patator_702.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Benign_19019.pcap,scion,Benign,,Benign,? 正确,0.8226
mpls_Infiltration_NMAP-Portscan_3220.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9694
DoS_GoldenEye_4454.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
DDoS_LOIC-HTTP_1801.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
ipv6_BruteForce_SSH-Patator_4410.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9625
mpls_DoS_Slowloris_150.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
ipv6_Infiltration_NMAP-Portscan_3674.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9719
mpls_BruteForce_SSH-Patator_2191.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9519
scion_Benign_13345.pcap,scion,Benign,,Benign,? 正确,0.9678
mpls_BruteForce_SSH-Patator_4298.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9616
ipv6_Benign_26282.pcap,ipv6,Benign,,Benign,? 正确,0.9735
mpls_DDoS_LOIC-HTTP_4667.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
geo_DoS_GoldenEye_19508.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
mpls_BruteForce_SSH-Patator_4187.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9623
scion_BruteForce_FTP-Patator_86.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Infiltration_NMAP-Portscan_2930.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9734
scion_Benign_22486.pcap,scion,Benign,,Benign,? 正确,0.9752
scion_Benign_20294.pcap,scion,Benign,,Benign,? 正确,0.8295
geo_DoS_GoldenEye_12262.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
geo_DoS_GoldenEye_12625.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
Benign_9085.pcap,IPv4,Benign,,Benign,? 正确,0.9817
scion_Benign_17198.pcap,scion,Benign,,Benign,? 正确,0.9775
DoS_GoldenEye_10496.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9818
ipv6_Benign_29688.pcap,ipv6,Benign,,Benign,? 正确,0.7997
mpls_BruteForce_SSH-Patator_2800.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9617
