文件名,模态,真实攻击类型,攻击手法,预测攻击类型,是否预测正确,Confidence
ipv6_DoS_GoldenEye_14565.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14566.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.6700
ipv6_DoS_GoldenEye_14567.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9978
ipv6_DoS_GoldenEye_14568.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14569.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9979
ipv6_DoS_GoldenEye_14570.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9186
ipv6_DoS_GoldenEye_14571.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9977
ipv6_DoS_GoldenEye_14572.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14573.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9983
ipv6_DoS_GoldenEye_14574.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14575.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14576.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.8842
ipv6_DoS_GoldenEye_14577.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14578.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14579.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.8914
ipv6_DoS_GoldenEye_14580.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14581.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.5003
ipv6_DoS_GoldenEye_14582.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14583.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14584.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.8293
ipv6_DoS_GoldenEye_14585.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9978
ipv6_DoS_GoldenEye_14586.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9851
ipv6_DoS_GoldenEye_14587.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14588.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14589.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14590.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14591.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14592.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14593.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9981
ipv6_DoS_GoldenEye_14594.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14595.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14596.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14597.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14598.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9976
ipv6_DoS_GoldenEye_14599.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.8681
ipv6_DoS_GoldenEye_14600.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9978
ipv6_DoS_GoldenEye_14601.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14602.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9979
ipv6_DoS_GoldenEye_14603.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14604.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14605.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14606.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14607.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14608.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9979
ipv6_DoS_GoldenEye_14609.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14610.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9981
ipv6_DoS_GoldenEye_14611.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14612.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14613.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14614.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14615.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14616.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9983
ipv6_DoS_GoldenEye_14617.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14618.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14619.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9978
ipv6_DoS_GoldenEye_14620.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14621.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9978
ipv6_DoS_GoldenEye_14622.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14623.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14624.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14625.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14626.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14627.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9983
ipv6_DoS_GoldenEye_14628.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14629.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9975
ipv6_DoS_GoldenEye_14630.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14631.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9979
ipv6_DoS_GoldenEye_14632.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14633.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9979
ipv6_DoS_GoldenEye_14634.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14635.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14636.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14637.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9978
ipv6_DoS_GoldenEye_14638.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14639.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9978
ipv6_DoS_GoldenEye_14640.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14641.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14642.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14643.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14644.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14645.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14646.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14647.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14648.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14649.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14650.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9973
ipv6_DoS_GoldenEye_14651.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14652.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14653.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9981
ipv6_DoS_GoldenEye_14654.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14655.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14656.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14657.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9983
ipv6_DoS_GoldenEye_14658.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14659.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9981
ipv6_DoS_GoldenEye_14660.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14661.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9979
ipv6_DoS_GoldenEye_14662.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14663.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14664.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14665.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14666.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14667.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9978
ipv6_DoS_GoldenEye_14668.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14669.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9981
ipv6_DoS_GoldenEye_14670.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.7067
ipv6_DoS_GoldenEye_14671.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9974
ipv6_DoS_GoldenEye_14672.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14673.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9977
ipv6_DoS_GoldenEye_14674.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14675.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.4640
ipv6_DoS_GoldenEye_14676.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.9564
ipv6_DoS_GoldenEye_14677.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9977
ipv6_DoS_GoldenEye_14678.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14679.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9981
ipv6_DoS_GoldenEye_14680.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14681.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14682.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14683.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14684.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14685.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14686.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14687.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9977
ipv6_DoS_GoldenEye_14688.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.5345
ipv6_DoS_GoldenEye_14689.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14690.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14691.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9990
ipv6_DoS_GoldenEye_14692.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9989
ipv6_DoS_GoldenEye_14693.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14694.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9991
ipv6_DoS_GoldenEye_14695.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14696.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9991
ipv6_DoS_GoldenEye_14697.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14698.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9991
ipv6_DoS_GoldenEye_14699.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14700.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.7172
ipv6_DoS_GoldenEye_14701.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.7831
ipv6_DoS_GoldenEye_14702.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14703.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9983
ipv6_DoS_GoldenEye_14704.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14705.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14706.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14707.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14708.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14709.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9983
ipv6_DoS_GoldenEye_14710.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14711.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9983
ipv6_DoS_GoldenEye_14712.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14713.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.6984
ipv6_DoS_GoldenEye_14714.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14715.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14716.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14717.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14718.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14719.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14720.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14721.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14722.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14723.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14724.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14725.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14726.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14727.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.6051
ipv6_DoS_GoldenEye_14728.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14729.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14730.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.6644
ipv6_DoS_GoldenEye_14731.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14732.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14733.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14734.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14735.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9983
ipv6_DoS_GoldenEye_14736.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14737.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9983
ipv6_DoS_GoldenEye_14738.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14739.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9980
ipv6_DoS_GoldenEye_14740.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14741.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14742.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14743.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14744.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14745.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14746.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14747.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14748.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14749.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14750.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14751.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14752.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14753.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14754.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14755.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14756.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14757.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14758.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14759.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14760.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14761.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14762.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14763.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14764.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14765.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14766.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14767.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14768.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14769.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14770.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14771.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14772.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14773.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14774.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14775.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14776.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
ipv6_DoS_GoldenEye_14777.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14778.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14779.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14780.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14781.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14782.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9982
ipv6_DoS_GoldenEye_14783.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14784.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14785.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14786.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14787.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9985
ipv6_DoS_GoldenEye_14788.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9989
ipv6_DoS_GoldenEye_14789.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9986
ipv6_DoS_GoldenEye_14790.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14791.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14792.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14793.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9984
ipv6_DoS_GoldenEye_14794.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9990
ipv6_DoS_GoldenEye_14795.pcap,ipv6,DoS,GoldenEye,Benign,✗ 错误,0.9472
ipv6_DoS_GoldenEye_14796.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9988
ipv6_DoS_GoldenEye_14797.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,✓ 正确,0.9987
